"","cor","platform","seed","delta.target","metric","eps.final","Npar","time.warmup","time.total","minESS","medianESS","Nsims","minESS.coda","Rhat.min","Rhat.max","Rhat.median","efficiency","model"
"134",1,"tmb",1,0.8,"diag",0.0166435833915014,64,144.418570995331,268.036880970001,285.019815704447,876.531072941004,1000,376.546165072773,0.998999511069344,1.00648503017344,0.999924771409544,1.06336044007446,"mvnd"
"135",1,"admb",1,0.8,"diag",0.0171422,64,NA,85.11,148.459773430392,253.408510476233,1000,162.149241281427,0.999001623728156,1.01721154905602,1.00051339767297,1.74432820385844,"mvnd"
"136",1,"admb.rwm",1,0.8,"diag",NA,64,NA,4.23000000000002,2.94557829985449,5.64496456164264,1000,1.34243892495927,0.999274311990952,2.71158752814146,1.23604135596071,0.696354208003424,"mvnd"
"137",1,"stan",2,0.8,"diag",0.0157709922863503,64,17.073,31.157,437.208700360534,854.658484594086,1000,453.290989835682,0.998999771775459,1.01382477413913,0.999409138866781,14.0324389498518,"mvnd"
"138",1,"tmb",2,0.8,"diag",0.01687364852181,64,142.862659931183,261.277213096619,364.427346214159,886.157884189439,1000,406.344386151856,0.998999834697593,1.00244652627171,0.99925431616315,1.39479192194,"mvnd"
"139",1,"admb",2,0.8,"diag",0.0168273,64,NA,84.05,135.612660820583,230.689228543392,1000,166.718257335533,0.999001320212857,1.01486360471123,1.00080875662329,1.61347603593794,"mvnd"
"140",1,"admb.rwm",2,0.8,"diag",NA,64,NA,4,2.91763215179299,5.54189625286148,1000,1.15404766982267,0.999724401594751,2.90996016767296,1.38889560393891,0.729408037948247,"mvnd"
"141",1,"stan",3,0.8,"diag",0.0126337901661314,64,15.76,34.863,467.059251271405,1000,1000,487.542573009591,0.999007407100799,1.00773981004686,0.999821542935316,13.3969896816512,"mvnd"
"142",1,"tmb",3,0.8,"diag",0.0164817820247548,64,147.066752195358,269.951562166214,320.471905158224,810.239689161255,1000,297.59614378814,0.999001337499217,1.00283141040221,0.999595846904916,1.18714595532107,"mvnd"
"143",1,"admb",3,0.8,"diag",0.0169451,64,NA,83.3099999999999,84.5905009888768,213.578268663932,1000,124.745034128016,0.999000095263024,1.01884987396226,1.00139326586545,1.01537031555488,"mvnd"
"144",1,"admb.rwm",3,0.8,"diag",NA,64,NA,4,2.95876105627901,5.60774210446004,1000,1.17508239011608,0.999003786919861,2.80650885452514,1.32240510326179,0.739690264069753,"mvnd"
